,drug_cod,drug_x,provider_code,provider_drug_cod,code,drug_y
493,14483," Хлорофиллипт 1% 100мл №1 фл р-р спирт д/приема внутрь, местного и наружн прим-я",0000000000000000000002799,6350,002799,Хлорофиллипт р-р спиртовой д/приема внутрь 1% 100мл банк.
494,6649, Но-шпа 20мг/мл 2мл №5 амп р-р д/ин,0000000000000000000003816,6350,003816,Но-шпа р-р д/ин 20мг/мл 2мл амп №5
495,6650, Нормазе 667мг/мл 200мл сироп фл с мерн стак,0000000000000000000003161,6350,003161,Нормазе сироп 667мг/мл 200мл фл. с мерн. стак.
496,6650, Нормазе 667мг/мл 200мл сироп фл с мерн стак,0000000000000000000003161,6350,003161,Нормазе сироп 667мг/мл 200мл фл. с мерн. стак.
497,11198, Макровит №30 тб п/о,0000000000000000000004483,6350,004483,Макровит таб. п/о №30
498,14685, Максиколд для детей 100 мг/5 мл 200мг сусп д/приема внутрь апельсин фл ,0000000000000000000013308,6350,013308,Максиколд д/дет. сусп. д/пр. внут. (апельсин) 100мг/5мл 200г фл. стекл. с ложк.
499,14850, Азитромицин-Зентива 250мг №6 тб пл/о ,0000000000000000000009838,6350,009838,Азитромицин-Зентива таб. п/п/о 250мг №6
500,14855, Хлорофиллипт 25мг №20 тб д/расс,0000000000000000000007374,6350,007374,Хлорофиллипт таб. д/расс. 25мг №20
501,14871, Диротон 5мг №14 тб,0000000000000000000014328,6350,014328,Диротон таб. 5мг №14
502,6293, Аскорутин №50 тб,0000000000000000000005985,6350,005985,Аскорутин таб. 50мг+50мг №50
503,6303, Зодак 10мг №10 тб пл/о,0000000000000000000004903,6350,004903,Зодак таб. п/п/о 10мг №10
504,13279, Фурацилин 20мг №10 тб,0000000000000000000010013,6350,010013,"Фурацилин таб. 0,02г №10"
505,5240, Аллопуринол 100мг №50 тб,000000000000000002-002733,6350,2-002733,Аллопуринол таб. 100мг №50
506,7210, Септолете Нео №18 пастилки черешня,000000000000000002-003027,6350,2-003027,"Септолете Нео пастилки (черешневые) 1,2мг №18"
507,10620, Амброксол 30мг №20 тб,0000000000000000000004278,6350,004278,Амброксол таб. 30мг №20
508,14848, Флуконазол Эльфа 2мг/мл 100мл №1 фл р-р д/инф,0000000000000000000012492,6350,012492,Флуконазол Эльфа р-р д/инф. 2мг/мл 100мл
509,6635, Ко-тримоксазол 480мг №10 тб,000000000000000002-003242,6350,2-003242,Ко-тримоксазол таб. 480мг №10
510,15184, L-Тироксин 125 Берлин-Хеми 125 мкг №100 тб,000000000000000002-002088,6350,2-002088,L-Тироксин 125 Берлин-Хеми таб.125мкг №100
511,6645, Ломилан 10мг №10 тб,000000000000000002-002025,6350,2-002025,Ломилан таб. 10мг №10
512,11305, Флуимуцил - Антибиотик ИТ 500мг №3 фл лиоф д/приг р-ра ин/инг,0000000000000000000005910,6350,005910,Флуимуцил-антибиотик ИТ лиоф. д/приг. р-ра д/ин. и инг. 500мг №3 с раств.
513,11305, Флуимуцил - Антибиотик ИТ 500мг №3 фл лиоф д/приг р-ра ин/инг,0000000000000000000005910,6350,005910,Флуимуцил-антибиотик ИТ лиоф. д/приг. р-ра д/ин. и инг. 500мг №3 с раств.
514,14701, Найз 100мг №20 тб,000000000000000002-000935,6350,2-000935,Найз таб. 100мг №20
515,3135, Найз 100мг №20 тб,000000000000000002-000935,6350,2-000935,Найз таб. 100мг №20
516,14872, Веторон 1г №30 тб жвт детские,0000000000000000000006986,6350,006986,Веторон для детей таб. жев. №30
517,4655," Левомицетин 0,25% 10мл №1 капли гл фл-кап",000000000000000002-000274,6350,2-000274,"Левомицетин капли глаз. фл.-кап. пластик 0,25% 10мл"
518,1739," Левомицетин 0,25% 10мл №1 капли гл",000000000000000002-000274,6350,2-000274,"Левомицетин капли глаз. фл.-кап. пластик 0,25% 10мл"
519,8306, Парацетамол 120мг/5мл 100мл сусп д/приема внутрь ,0000000000000000000003231,6350,003231,Парацетамол сусп. д/пр. внутрь 120мг/5мл 100мл №1
520,13676, Кларитромицин 500мг №10 тб пл/о,0000000000000000000010381,6350,010381,Кларитромицин таб. п/п/о 500мг №10
521,6146, Кларитромицин 250мг №10 тб пл/о,0000000000000000000010381,6350,010381,Кларитромицин таб. п/п/о 500мг №10
522,7324, Эвкалипт-М Зеленый доктор №20 тб,0000000000000000000002049,6350,002049,Эвкалипт-М таб. д/рассас. №20
523,4618, Банеоцин 20г мазь,0000000000000000000002826,6350,002826,Банеоцин мазь 250МЕ/г+5000МЕ/г туба 20г
524,13520, Тетрациклиновая 1% 5г №1 мазь гл туба,0000000000000000000010658,6350,010658,Тетрациклин гл. мазь 1% 5г
525,11018, Калимин 60Н 60мг №100 тб,0000000000000000000005909,6350,005909,Калимин 60Н таб. 60мг №100
526,11336, Лозартан 100мг №30 тб пл/о ,0000000000000000000007662,6350,007662,Лозартан таб. п/п/о 100мг №30
527,6368, Смекта 3г №10 пор д/сусп д/приема внутрь (апельсин),000000000000000002-002994,6350,2-002994,Смекта пор. д/приг. сусп. (апельсин) 3г №10
528,6655," Омник Окас 0,4мг №30 тб п/о с контрол высвоб",0000000000000000000003431,6350,003431,"Омник Окас 0,4мг таб. с контр. высв. п/о №30"
529,6654," Омник Окас 0,4мг №30 тб п/о",0000000000000000000003431,6350,003431,"Омник Окас 0,4мг таб. с контр. высв. п/о №30"
530,14368, Полисорб МП 50г пор для приг сусп банк ПЭ,0000000000000000000007636,6350,007636,Полисорб МП пор. д/приг. сусп. д/пр. внут. 50г бан. полиэт.
531,15307, Левофлоксацин 0.5% 5мл фл крш-кап кап глаз,0000000000000000000014340,6350,014340,"Левофлоксацин капли глазн. 0,5% 5мл фл.-кап. №1"
532,10221, Этиловый спирт 70% 100мл фл р-р для нар прим и приг л/ф,0000000000000000000005302,6350,005302,Этиловый спирт р-р д/нар. прим. и приг. лекарств. форм 70% 100мл фл. темн. ст №1
533,10253, Амоксиклав 500мг+100мг №5 фл пор д/ин в/в,000000000000000002-002380,6350,2-002380,Амоксиклав пор. д/приг р-ра д/в/в фл. 500мг+100мг №5
534,15073, Холесенол 150мл №1 сироп фл,0000000000000000000008172,6350,008172,Холесенол сироп фл. 150мл
535,5553, Найз 1% 20г №1 гель,0000000000000000000003995,6350,003995,Найз гель д/нар. прим. 1% 20г
536,9412, Рингера 400мл №1 фл стекл р-р д/инф,0000000000000000000004082,6350,004082,Рингера р-р д/инф. 400мл бут.
537,11485, Тромбо АСС 100мг №28 тб пл/к/о,0000000000000000000006779,6350,006779,Тромбо АСС таб. п/к/р п/о 100мг №28
538,11275, Гастал 450мг 300мг №24 тб д/рссв мятн,000000000000000002-002257,6350,2-002257,Гастал таб. д/расс. (мятные) №24
539,14739, Андипал №10 тб,0000000000000000000014163,6350,014163,Андипал таб. №10
540,14867, Бриапис Эдас-307 100мл гомеопат сироп,0000000000000000000009894,6350,009894,Эдас-307 Бриапис сироп гомеопат. 100мл фл. полим.
541,10407, Зилт 75мг №14 тб пл/о,0000000000000000000005595,6350,005595,Зилт таб. п/п/о 75мг №14
542,7223, Долгит 5% 20г №1 гель туба,000000000000000002-003312,6350,2-003312,Долгит гель туба 5% 20г
543,7231, Бускопан 10мг №20 тб п/о,000000000000000002-003070,6350,2-003070,Бускопан таб. п/о 10мг №20
544,13680, Эффералган 150мг №12 супп,0000000000000000000010759,6350,010759,Эффералган супп. рект. 150мг №12
545,7276, Доппельгерц Энерготоник 250мл фл №1,0000000000000000000003185,6350,003185,Доппельгерц Энерготоник эликсир фл. 250мл
546,13518, Доксициклин 100мг №20 капс,0000000000000000000005851,6350,005851,Доксициклин капс. 100мг №20
547,13544," Симбикорт Турбухалер 160мкг+4,5 мкг/доза 120 доз №1 пор д/инг",0000000000000000000006699,6350,006699,"Симбикорт Турбухалер пор.д/инг. 160мкг/4,5мкг 120доз"
548,5705," Амоксиклав 125+31,25мг/5мл 100мл №1 пор для пригот  сусп д/приема внутрь фл",000000000000000002-002144,6350,2-002144,"Амоксиклав пор. д/пр.сусп.вн.125мг+31,25мг/5мл 25г 100мл фл. т/ст. с пипеткой №1"
549,6715, Апилак 10мг №30 тб подъязычные,0000000000000000000003731,6350,003731,"Апилак таб. субл. 0,01г №30"
550,5207, Эутирокс 25мкг №100 тб,000000000000000002-003343,6350,2-003343,Эутирокс таб. 25 мкг №100
551,475, Эналаприл 10мг №20 тб,000000000000000002-000403,6350,2-000403,Эналаприл таб. 10мг №20
552,5895, Грандаксин 50мг №60 тб,0000000000000000000004218,6350,004218,Грандаксин таб. 50мг №60
553,14921, Месакол 400мг №50 тб п/о кшчр,0000000000000000000011034,6350,011034,Месакол таб. п/о кишечнораств. 400мг №50
554,14985, Фенорелаксан 1мг №50 тб,0000000000000000000010218,6350,010218,Фенорелаксан таб. 1мг №50
555,15019, Утрожестан 100мг №28 капс,0000000000000000000008270,6350,008270,Утрожестан капс. 100мг №28
556,12658, Утрожестан 100мг №28 капс,0000000000000000000008270,6350,008270,Утрожестан капс. 100мг №28
557,10616, Кардикет 20мг №50 тб пролонг д-я,0000000000000000000005474,6350,005474,Кардикет таб. прол. действ. 20мг №50
558,10744, Оциллококцинум 1г 1доза №12 гранулы,0000000000000000000003647,6350,003647,Оциллококцинум гранулы гомеопат. туба 1г №12
559,5262," Тимолол-АКОС 0,5% 5мл №1 капли гл фл кап",000000000000000002-003149,6350,2-003149,"Тимолол-АКОС капли гл. 0,5% 5мл"
560,6708, Энам 20мг №20 тб,000000000000000002-002186,6350,2-002186,Энам таб. 20мг №20
561,14926, Сабельник настойка 100мл бут,0000000000000000000009086,6350,009086,Сабельника н-ка 100мл
562,13712, Фламин 50мг №30 тб,0000000000000000000009750,6350,009750,"Фламин таб. 0,05г №30"
563,15366, Эмоксибел 1% 5мл фл капли гл с кр-кап,0000000000000000000009071,6350,009071,Эмоксибел капли глаз. 1% 5мл №1 фл. с крышк.-кап.
564,15422, Вальдоксан 25мг №28 тб пл/о,0000000000000000000005891,6350,005891,Вальдоксан таб. п/п/о 25мг №28
565,15426, Дона 750мг №60 тб пл/о,0000000000000000000007859,6350,007859,Дона таб. п/п/о 750мг №60
566,15812, Дона 750мг №60 тб пл/о,0000000000000000000007859,6350,007859,Дона таб. п/п/о 750мг №60
567,5925, Даларгин 1мг №10 амп лиоф пор д/ин,000000000000000002-003134,6350,2-003134,Даларгин-Эллара лиоф. д/приг. р-ра в/в и в/м введ. 1мг амп. №10
568,14956, Дифлюкан 50 мг/5 мл пор д/приг сусп внутр прим фл,0000000000000000000006005,6350,006005,Дифлюкан пор. д/приг. сусп. 50мг/5мл фл. с мерн. лож. №1
569,14956, Дифлюкан 50 мг/5 мл пор д/приг сусп внутр прим фл,0000000000000000000006005,6350,006005,Дифлюкан пор. д/приг. сусп. 50мг/5мл фл. с мерн. лож. №1
570,14999, Салофальк 1000мг гран п/о кшчр пролонг д-я 1860мг №50 пак,0000000000000000000006188,6350,006188,Салофальк гран. п/к/р/о пролонг. действ. 1000мг пак. п/э №50
571,13645, Кетопрофен 5% 30г туб гель наруж ,0000000000000000000008726,6350,008726,Кетопрофен гель д/нар. прим. 5% 30г
572,12236, Лимонтар №30 тб раств,0000000000000000000002653,6350,002653,"Лимонтар таб. растворимые 0,25 г №30"
573,109, Колдрекс Хотрем №10 пор (лимон),000000000000000002-001722,6350,2-001722,Колдрекс ХотРем пор. д/приг.р-ра (лимон) №10
574,6737, Бетадин 200мг №7 супп ваг,000000000000000002-002876,6350,2-002876,Бетадин супп. ваг. 200мг №7
575,15473, Ксилометазолин-СОЛОфарм 0.05% 10мл №1 капли наз фл-кап,0000000000000000000012599,6350,012599,"Ксилометазолин-СОЛОфарм капли наз. 0,05% 10мл фл.-кап."
576,8654, Баралгин М №100 тб,0000000000000000000008550,6350,008550,Баралгин М таб. 500мг №100
577,566, Маалокс 15мл №30 сусп д/приема внутрь пак,000000000000000002-001847,6350,2-001847,Маалокс сусп. д/приема внутрь саше 15мл №30
578,818, Бронхо - мунал 7мг №10 капс,0000000000000000000003068,6350,003068,Бронхо-мунал капс. 7мг №10
579,5375, Синтомицина линимент 10% 25г №1,000000000000000002-001292,6350,2-001292,Синтомицин линимент 10% 25г тубы
580,10765, Тетурам 150мг №50 тб,0000000000000000000010795,6350,010795,Тетурам таб. 150мг №50
581,6665," Рениприл ГТ 10мг+12,5мг №20 тб",0000000000000000000002869,6350,002869,"Рениприл ГТ таб. 10мг+12,5мг №20"
582,5927, Омепразол 20мг №10 капс кшчр,000000000000000002-002555,6350,2-002555,Омепразол капс. 20мг №10
583,15036, Панкреатин 30 ЕД №60 тб кшчр об,0000000000000000000003651,6350,003651,Панкреатин таб. п/к/р об. 30ЕД №60 фл. полим.
584,13720, Бронхикум С 100мг №20 пастилки,0000000000000000000006465,6350,006465,Бронхикум С пастилки №20
585,13727," Солкодерм 0,2мл №1 р-р д/нар прим амп",0000000000000000000008623,6350,008623,"Солкодерм р-р д/нар. прим. амп. 0,2мл №1"
586,12202, Аскорил №10 тб,0000000000000000000006337,6350,006337,Аскорил таб. №10
587,15385, Вальсакор Н 160 160мг+12.5мг №30 тб пл/о,0000000000000000000009683,6350,009683,"Вальсакор Н160 таб. п/п/о 160мг+12,5мг №30"
588,6745, Витамин С 1000мг №20 тб шпч,0000000000000000000003105,6350,003105,Витамин С таб. шип. 1000мг №20
589,817," Бромокриптин 2,5мг №30 тб",0000000000000000000003568,6350,003568,"Бромокриптин-Рихтер таб. 2,5мг №30"
590,10829, Алоэ экстракт 1мл №10 амп р-р д/ин,0000000000000000000001416,6350,001416,Алоэ экстракт жидкий р-р д/ин 1мл амп. №10
591,15000, Элоком 0.1% 30мл лосьон р-р наруж фл-кап ,0000000000000000000013953,6350,013953,"Элоком Лосьон р-р д/нар. прим. 0,1% 30мл фл.-кап."
592,4737, Аргосульфан 2%  40г крем ,000000000000000002-002398,6350,2-002398,Аргосульфан крем 2% 40г
593,7518, Протефикс крем фикс 40мл,000000000000000002-003256,6350,2-003256,Протефикс крем фиксир. экстра-сильный 40мл
594,156, Пентоксифиллин 20мг/мл 5мл №10 амп р-р д/ин,0000000000000000000001767,6350,001767,Пентоксифиллин р-р д/ин. 20мг/мл 5мл амп. №10
595,14359, Дэта защита от комаров без нанесения на кожу 100мл бал аэр,0000000000000000000013110,6350,013110,Дэта аэрозоль защита от комаров без нанес. на кожу 100мл
596,14997, Строфантин-Г 250мкг 1мл №10 амп д/ин,0000000000000000000003828,6350,003828,Строфантин-Г р-р д/в/в 0.25мг/мл 1мл амп №10
597,14997, Строфантин-Г 250мкг 1мл №10 амп д/ин,0000000000000000000003828,6350,003828,Строфантин-Г р-р д/в/в 0.25мг/мл 1мл амп №10
598,15041, Симбикорт Турбухалер 320мкг+9 мкг/доза 60 доз №1 пор д/инг,0000000000000000000006576,6350,006576,Симбикорт Турбухалер пор.д/инг. 320мкг+9мкг 60доз
599,15056, Визин Алерджи кап глаз 0.05% 4мл фл-кап,0000000000000000000008856,6350,008856,"Визин алерджи капли гл.0,05% фл. 4мл №1"
600,6680, Фемостон 1/5 конти №28 тб пл/о,0000000000000000000003725,6350,003725,Фемостон 1/5 конти. таб. п/п/о №28
601,6706, Эналаприл 10мг №20 тб,000000000000000002-003026,6350,2-003026,Эналаприл таб. 10мг №20
602,6731," Золотая Звезда бальзам карандаш д/инг 1,3г",000000000000000002-001748,6350,2-001748,"Бальзам ''Золотая Звезда'' карандаш для инг. 1,3г"
603,5922, Хофитол №180 тб п/о,0000000000000000000002630,6350,002630,Хофитол таб. п/о №180
604,14980, Беллалгин №10 тб,0000000000000000000000104,6350,000104,Беллалгин таб. №10
605,15368, Дилтиазем Ланнахер 180мг №30 тб пл/о пролонг,000000000000000002-001616,6350,2-001616,Дилтиазем Ланнахер таб.прол./действ. п/п/о 180мг №30
606,3368, Дилтиазем Ланнахер 180мг №30 тб пл/о пролонг,000000000000000002-001616,6350,2-001616,Дилтиазем Ланнахер таб.прол./действ. п/п/о 180мг №30
607,15410," Паста ""Сульсен форте"" 2% 75мл туба",0000000000000000000011941,6350,011941,Сульсен форте паста сульсеновая п/перхоти 75мл
608,15416, Гидрокортизон 1% 15г мазь,0000000000000000000010809,6350,010809,Гидрокортизон мазь д/нар. прим. туба 1% 15г №1
609,15670," Дифферин 0,1% 30г крем для нар прим-я туба",0000000000000000000003565,6350,003565,"Дифферин крем 0,1% туба 30г"
610,15675, Компливит с пониж сод сахара №60 тб п/о,0000000000000000000008995,6350,008995,Компливит с пониж. содерж. сах. таб. п/п/о №60
611,4269, Мексидол 50мг/мл 5мл р-р в/в и в/м №5 амп,0000000000000000000004062,6350,004062,Мексидол р-р д/ин. 50мг/мл 5мл амп. №5
612,2799, Мексидол 50мг/мл 5мл №5 амп р-р для в/в и в/м,0000000000000000000004062,6350,004062,Мексидол р-р д/ин. 50мг/мл 5мл амп. №5
613,5703, Арбидол 100мг №10 капс,0000000000000000000006169,6350,006169,Арбидол капс. 100мг №10
614,5708, Солкосерил  5г №1 гель гл туба,000000000000000002-002066,6350,2-002066,Солкосерил гель гл. 5г туба
615,13632, Никофлекс 50г №1 мазь,000000000000000002-002213,6350,2-002213,Никофлекс мазь д/нар.прим.туба 50г
616,1695, Никофлекс 50г №1 мазь,000000000000000002-002213,6350,2-002213,Никофлекс мазь д/нар.прим.туба 50г
617,14390, Лактазар 700ЕД 150мг №50 капс дет,0000000000000000000011771,6350,011771,Лактазар капс. д/дет. 700ЕД №50 (БАД)
618,10818, Делагил 250мг №30 тб,000000000000000002-002149,6350,2-002149,Делагил таб. 250мг №30
619,13605, Делагил 250мг №30 тб,000000000000000002-002149,6350,2-002149,Делагил таб. 250мг №30
620,5916, Випросал В 30г №1 мазь туба,000000000000000002-002526,6350,2-002526,Випросал В мазь д/нар.прим. туб.30г
621,15009, Вильпрафен Солютаб 1000мг №10 тб дисп,0000000000000000000010566,6350,010566,Вильпрафен Солютаб таб. дисп. 1000мг №10
622,13718, Этамзилат - Эском 125 мг/мл 2мл №10  р-р д/ин и наруж прим-я,0000000000000000000012283,6350,012283,Этамзилат-Эском р-р д/ин. и нар. прим. 125мг/мл 2мл амп. №10
623,15360, Максиколд №10 тб пл/о,0000000000000000000009952,6350,009952,Максиколд таб. п/п/о №10
624,15391, Ацесоль 100мл №1 фл полим р-р д/инф,0000000000000000000010596,6350,010596,Ацесоль р-р д/инф. 100мл №1 бут.
625,7407, Фридерм Цинк 150мл шампунь,000000000000000002-003001,6350,2-003001,Фридерм цинк шампунь 150 мл
626,7502, Соль морская природная с микроэлементами Dr.Aqua 1 кг пак п/эт,0000000000000000000007033,6350,007033,Соль морская природная 1кг п/эт Dr. Aqua
627,14913, Пиралгин №10 тб,0000000000000000000001131,6350,001131,Пиралгин таб. №10
628,3304, Пиралгин №10 тб,0000000000000000000001131,6350,001131,Пиралгин таб. №10
629,14950, Андипал №20 тб,0000000000000000000013867,6350,013867,Андипал таб. №20
630,15456, Облепиховое масло 500мг №10 супп рект уп,0000000000000000000001522,6350,001522,Облепиховое масло супп. рект. 500мг №10
631,15470, Окситоцин 5МЕ 1мл №10 амп р-р д/ин местн прим,0000000000000000000009759,6350,009759,Окситоцин р-р д/ин. и местн. прим. 5МЕ/мл 1мл амп. №10
632,15470, Окситоцин 5МЕ 1мл №10 амп р-р д/ин местн прим,0000000000000000000009759,6350,009759,Окситоцин р-р д/ин. и местн. прим. 5МЕ/мл 1мл амп. №10
633,6730, Золотая Звезда бальзам 5мл жидк,000000000000000002-002035,6350,2-002035,Бальзам ''Золотая Звезда'' жидк. фл. 5мл
634,10826, Сенна экстракт 300мг №10 тб,000000000000000002-001172,6350,2-001172,"Сенны экстракт таб. 0,3 г №10"
635,603, L-Тироксин 100мкг №100 тб,0000000000000000000002574,6350,002574,L-Тироксин 100 Берлин-Хеми таб. 100мкг №100
636,5990, Ноотропил 1200мг №20 тб п/о,0000000000000000000002660,6350,002660,Ноотропил таб. п/о 1200мг №20
637,6729, Золотая Звезда бальзам 4г,000000000000000002-001747,6350,2-001747,Бальзам ''Золотая Звезда'' 4г
638,10837, Циклоферон 125мг/мл 2мл №5 амп р-р д/ин,000000000000000002-001173,6350,2-001173,Циклоферон р-р д/ин. амп. 125мг/мл 2мл №5
639,15025, Флуимуцил 200мг №20 гран д/пригот р-ра д/примема внутрь пак ,0000000000000000000003837,6350,003837,Флуимуцил гранулы д/приг. р-ра д/пр. внут. пак. 200мг №20
640,15045, Микодерил 1% 10мл фл-кап р-р для нар прим-я,0000000000000000000009945,6350,009945,Микодерил р-р д/наруж. прим. 1% 10мл фл.-кап.
641,15053, Уролесан 25мл кап д/приема внутрь фл,0000000000000000000007054,6350,007054,Уролесан капли д/внутр. прим. 25мл фл.кап т/с инд. уп
642,13638, Медицинский антисептический р-р 95% 100мл конц д/нар прим-я и приг лек форм фл,0000000000000000000006834,6350,006834,Медицинский антисептический р-р д/нар. прим. фл. 95% 100мл пач. карт.
643,15364," Галоперидол 1,5мг №50 тб",0000000000000000000015196,6350,015196,"Галоперидол таб. 1,5мг №50"
644,15372, Кордиамин 250мг/мл 2мл №10 амп р-р д/ин,0000000000000000000011368,6350,011368,Кордиамин р-р д/ин. амп. 250мг/мл 2мл №10
645,6436, Гербион 150мл сироп первоцвета,000000000000000002-001807,6350,2-001807,Гербион сироп первоцвета фл. 150мл
646,8659, Трамадол 50мг/мл 1мл №5 амп р-р д/ин,0000000000000000000015337,6350,015337,Трамадол р-р д/ин. 50мг/мл 1мл амп. №5
647,5431, Гемодез - Н 400мл №1 фл р-р д/инф,0000000000000000000006833,6350,006833,Гемодез-Н р-р д/инф. фл.400мл
648,5431, Гемодез - Н 400мл №1 фл р-р д/инф,0000000000000000000006833,6350,006833,Гемодез-Н р-р д/инф. фл.400мл
649,4193, Гемодез - Н 400мл №1 фл р-р д/инф,0000000000000000000006833,6350,006833,Гемодез-Н р-р д/инф. фл.400мл
650,4193, Гемодез - Н 400мл №1 фл р-р д/инф,0000000000000000000006833,6350,006833,Гемодез-Н р-р д/инф. фл.400мл
651,489, Платифиллина г/т 2мг/мл 1мл №10 амп р-р д/подк,000000000000000002-000736,6350,2-000736,"Платифиллина гидротартрат р-р д/п/к введ 0,2% 1мл амп №10"
652,5915, Апилак - Гриндекс 10мг №25 тб подъязычные,000000000000000002-003299,6350,2-003299,"Апилак гриндекс таб. подъяз. 0,01г №25"
653,15054, Нейромультивит №60 тб пл/о,0000000000000000000007637,6350,007637,Нейромультивит таб. п/п/о №60
654,15380, Цефтриаксон 1000 мг №20 пор д/приг р-ра д/в/в и в/м введ,0000000000000000000012983,6350,012983,Цефтриаксон пор. д/приг. р-ра 1г №20
655,15431, Эналаприл НЛ 12.5 мг+10 мг №20 тб,0000000000000000000010059,6350,010059,"Эналаприл НЛ таб. 12,5мг+10мг №20"
656,83, Феррум Лек 50мг/мл 2мл №50 амп р-р для в/м введ,000000000000000002-002878,6350,2-002878,Феррум Лек р-р д/в/м введ. амп. 50мг/мл 2мл №50
657,103, Таривид 200мг №10 тб пл/о,000000000000000002-002966,6350,2-002966,"Таривид таб. п/п/о 0,2 г №10"
658,6759, Далацин 1% 30г гель туба,0000000000000000000004153,6350,004153,Далацин гель д/нар. прим. 1% 30г
659,15643, Линекс форте № 7 капс,0000000000000000000013651,6350,013651,Линекс форте капс. №7
660,815, Валокордин 20мл №1 капли,000000000000000002-001486,6350,2-001486,Валокордин капли фл.-кап. 20мл
661,5932, Окситоцин 5МЕ 1мл №5 амп р-р для в/в и в/м введ,000000000000000002-003135,6350,2-003135,Окситоцин р-р д/в/в и в/м введ. 5МЕ/мл 1мл амп. №5
662,14218, Окситоцин 5МЕ 1мл №5 амп р-р для в/в и в/м введ,000000000000000002-003135,6350,2-003135,Окситоцин р-р д/в/в и в/м введ. 5МЕ/мл 1мл амп. №5
663,12200," Ринорус 0,05% 10мл №1 фл-кап капли наз",0000000000000000000006320,6350,006320,"Ринорус капли наз. 0,05% 10мл фл.-кап. №1"
664,6435, Генферон 1000000МЕ №10 супп,0000000000000000000002848,6350,002848,Генферон 1000000МЕ супп. ваг. и рект. №10
665,84, Санорин-Аналергин 10мл №1 капли наз,000000000000000002-001560,6350,2-001560,Санорин-Аналергин капли наз. 10мл №1 фл. с крышк. пипет.
666,107, Лазолван 15мг/5мл 100мл №1 сироп детский,000000000000000002-001484,6350,2-001484,Лазолван сироп детский со вкусом лесных ягод 15мг/5мл 100мл фл. с мерн. стак.
667,3860, Фенибут 250мг №10 тб ,0000000000000000000005342,6350,005342,Фенибут таб. 250мг №10
668,152, Циннаризин 25мг №50 тб,0000000000000000000002609,6350,002609,Циннаризин Софарма таб. 25мг №50
669,8661, Глютаминовая к-та 250мг №10 тб п/к/о,0000000000000000000000118,6350,000118,"Глютаминовая кислота таб. п/к/о 0,25г №10"
670,8687, Гепариновая мазь 25г №1 мазь туба,0000000000000000000002951,6350,002951,Гепариновая мазь туба 25г
671,544, Кальция глюконат 500мг №10 тб,0000000000000000000002179,6350,002179,"Кальция глюконат таб. 0,5г №10"
672,819, Бронхолитин 125г №1 сироп,0000000000000000000002584,6350,002584,Бронхолитин сироп 125г
673,826," Депакин 57,64мг/мл 150мл №1 сироп д/детей",000000000000000002-001895,6350,2-001895,Депакин сироп фл. 150мл фл. с дозир. ложкой -
674,856, Гидрокортизон - Рихтер 25мг/мл+5мг/мл 5мл №1 сусп в/суст ок/суст фл,0000000000000000000004633,6350,004633,Гидрокортизон-Рихтер сусп.д/в/суст. и о/суст введ 25мг+5мг/мл 5мл №1
675,856, Гидрокортизон - Рихтер 25мг/мл+5мг/мл 5мл №1 сусп в/суст ок/суст фл,0000000000000000000004633,6350,004633,Гидрокортизон-Рихтер сусп.д/в/суст. и о/суст введ 25мг+5мг/мл 5мл №1
676,589, Лоринден А 15г №1 мазь туба,000000000000000002-002861,6350,2-002861,Лоринден А мазь 15г
677,98, Амоксиклав 1000мг+ 200мг №5 пор для пригот р-ра в/в введ фл,000000000000000002-002874,6350,2-002874,Амоксиклав пор. д/приг р-ра д/в/в фл. 1000мг+200мг №5
678,604, L-Тироксин 50 Берлин-Хеми 50мкг №50 тб,000000000000000002-002078,6350,2-002078,L-Тироксин 50 Берлин-Хеми таб. 50мкг №50
679,836, Бетадин 200мг №14 супп ваг,000000000000000002-002958,6350,2-002958,Бетадин супп. ваг. 200мг №14
680,8759, Алоэ линим 30г туб/ал ПК,000000000000000002-001453,6350,2-001453,Алоэ линимент туба 30г
681,5989, Ноотропил 800мг №30 тб п/о,000000000000000002-003257,6350,2-003257,Ноотропил таб. п/о 800мг №30
682,5995, Неулептил 4% 125мл №1 р-р д/приема внутрь,0000000000000000000002800,6350,002800,Неулептил р-р 4% 125мл фл. с шпр.-дозат.
683,5290," Натрия хлорид 0,9% 10мл №10 амп р-р д/ин",0000000000000000000005718,6350,005718,"Натрия хлорид р-р д/ин. 0,9% 10мл амп. №10"
684,15203, Магнелис В6 форте 100мг/10мг с 12лет №30 тб пл/о,0000000000000000000011696,6350,011696,Магнелис В6 форте таб. п/п/о 100мг+10мг №30
685,13266, Новокаин 20 мг/мл 2мл №10 амп р-р д/ин,0000000000000000000001397,6350,001397,Новокаин р-р д/ин. 20мг/мл 2мл амп. №10
686,7230, Гиналгин №10 тб ваг,000000000000000002-001675,6350,2-001675,Гиналгин таб. вагин. №10
687,6641, Ламизил 1% 30г №1 крем туба,000000000000000002-002098,6350,2-002098,Ламизил крем для нар. прим. туба 1% 30г
688,8432, Меновазин 40мл р-р наруж спирт фл т/с,0000000000000000000003302,6350,003302,Меновазин р-р д/нар.прим. 40мл фл. №1
689,11694, Фамотидин 20мг №20 тб пл/о,000000000000000002-002643,6350,2-002643,Фамотидин таб. п/п/о 20мг №20
